ID,DiscordId,DiscordUsername,DiscordDiscriminator,CreatedAt,UpdatedAt,WalletAddress,Missions
254,918856969006223420,Ferkan,2501,2022-04-19T11:26:21.621Z,2022-04-19T22:49:45.954Z,0x8f382567FAd515d76Bf6Eca159cd0a06e39045C7,"{1,2,3,4}"
265,955999639486746645,andrellluz,8592,2022-04-25T17:39:24.67Z,2022-05-10T23:16:12.909Z,0xb71839BbD1DD3DeF4703B71D72169763772533A4,"{1,2,4,5}"
343,553791381152333834,A.Laura,9759,2022-05-10T23:46:09.061Z,2022-05-10T23:46:09.081Z,0x74D040F24C72955Ef0b7AE2F3E28Adda3C57fCEe,{1}
517,993254340783505458,DeLC,0826,2022-07-04T09:53:19.644Z,2022-07-12T23:20:24.844Z,0x13f5258c90A51811b004a3516c802087fc75E784,"{1,2,3}"
341,882803718435778590,Rodpest,0740,2022-05-10T11:03:54.096Z,2022-05-11T00:41:34.429Z,0x04A92bc63343fa7F2312fee5B691d5f97e17F51a,"{1,2,3,4}"
683,990253742874046505,tiagolima013,3420,2022-08-21T19:36:36.091Z,2022-08-27T18:51:23.123Z,0x866FD86acEDa88d1373Fd3dffe4a2f4d899e6402,"{1,2,3,4,5}"
665,442145337768148992,CryptoSincero,4682,2022-08-13T22:38:28.325Z,2022-08-13T23:23:37.122Z,0x58f7781c28e6C35A37E0a9577f94eBd797bA8D1C,"{1,2,3,4,5,6,7,8,9}"
730,345636881603756032,julianokimura,3945,2022-09-16T15:03:47.291Z,2022-09-16T16:01:00.972Z,0xB92B00d21f9Fa2c4C41FeD88B06ad305dcAC28B2,"{1,2}"
676,827370481136959489,Julie Silveira,3470,2022-08-18T13:45:44.848Z,2022-08-18T13:45:44.859Z,0xd1C66c0e8269E6B6E10E0702aF99A7190d93029c,{1}
547,970456798429581402,muon10565,0948,2022-07-14T22:50:33.146Z,2022-07-19T01:46:14.004Z,0xb61F3f0C44Ca6405912e5CE43E7c3865673D738E,"{1,2,3,4,5,6,7,8,9}"
616,980191609222209626,Amara,4850,2022-08-05T01:49:12.183Z,2022-08-05T03:25:24.81Z,0x80C2c2A1d7011C42dC9E5d998687796f700858Ce,"{1,2,3,4}"
651,1005884163179675698,cicasouza1303,4575,2022-08-08T01:11:00.533Z,2022-08-10T02:05:38.09Z,0x18383904eA01Ae6b356393d76f5c4f31285349BA,"{1,2,3,4,5,6,7,8,9}"
680,870025861196312616,Camimar.eth,3151,2022-08-19T22:17:44.624Z,2022-08-19T22:34:27.474Z,0xa0e346397C3cd30D78B876d0bB929Ccbe9f98304,"{1,2,3,4,5}"
611,739156837756043265,Why so serious?,9299,2022-08-04T00:35:13.295Z,2022-08-05T04:34:09.117Z,0x83dd4ebaDb5C8944299B550A6689C6F3f78dEC61,"{1,2,3,4,5,6,7,8,9}"
570,114660456974647296,rayover,0841,2022-07-25T16:44:29.145Z,2022-07-29T17:56:52.997Z,0xF390fF3B33455F8A727B09a9c5beAe26ff0a133e,"{1,2,3,4,5,6,7,8,9}"
592,1000414272775532665,Meta.Nft,7013,2022-07-30T12:29:16.702Z,2022-07-30T12:29:16.775Z,0x07e1f7b8815AE87eCF2063dba0e33bfe920bc843,{1}
698,692525870417707120,filipeaguiar,1665,2022-08-27T21:15:23.848Z,2022-08-27T22:05:39.678Z,0xCf2f2968d76281D10e5c65bcE7426DC4D4CbF922,"{1,2,3,4,5,6,7,8,9}"
617,230145118814863362,Luiz Medinaa 💻,0001,2022-08-05T18:02:27.347Z,2022-08-05T18:12:20.243Z,0x9777e4d6e71B3589D55B2e66D8BdD341DE78Acf8,"{1,2,3,4,5}"
650,372195678862049280,Herbert Smith,4575,2022-08-06T12:23:17.993Z,2022-08-06T12:23:18.174Z,0xed824b41fED1fFA398B9fa2ec91Cad2C9dDFF3E6,{1}
699,321084408260067328,IanOliv,3094,2022-08-28T04:17:01.808Z,2022-08-28T05:36:17.414Z,0xAc107a037b502d0153fEcbdd8D185B941Da604DE,"{1,2,3}"
652,377786284829179904,Taygra Martins,4161,2022-08-08T19:22:07.631Z,2022-08-10T18:47:01.267Z,0x4c9b4DCdF2d6517052425F0283c8b89157a39dEA,"{1,2,3,4,5,6,7,8,9}"
686,942266821950709771,Alpaixao,2734,2022-08-23T14:38:38.573Z,2022-09-13T10:39:06.368Z,0x487B0c2eb00b3Dcba8baf19A8A34cC8B3131355B,"{1,2,3,4}"
688,965223286478893086,_7iago,5074,2022-08-23T15:44:27.197Z,2022-08-23T15:44:27.208Z,0x2f5A9a64c729b428b20d594E734Dc44Bf6a891f5,{1}
679,976555429972811876,Wellyngton.eth,0824,2022-08-19T16:39:47.706Z,2022-08-20T20:16:18.65Z,0x3cD8D8a80D01B707068Ee773f517F59289A05683,"{1,2,3,4,5,6,7,8,9}"
690,978321945038848030,Jucelia Fernandes,3347,2022-08-23T22:24:51.032Z,2022-08-29T20:23:54.093Z,0xB934E5B7bE17DF5E1feb9b71ef1A65d487F612b1,"{1,2,3,4,5}"
673,287055032711643136,saldanha,6467,2022-08-18T00:36:09.004Z,2022-08-21T17:47:58.762Z,0x261a5e607A4844EFca25A13F1Ff542AA10e06519,"{1,2,3,4,5,6,7,8,9}"
678,460883620480024577,Liberato,1234,2022-08-18T20:51:49.288Z,2022-08-19T15:07:30.07Z,0xE147aE96bDb95F8213259077A9C5b8454f848E65,"{1,2,3,4,5,6,7,8,9}"
694,411987459598057483,Brunno Oliveira,3936,2022-08-26T05:56:33.277Z,2022-08-26T05:56:33.29Z,0xf2F7B38dC62175F143e75f70aB3A760268AF8D74,{1}
695,371011108435132448,Felpi,7010,2022-08-26T13:13:57.62Z,2022-08-26T13:13:57.842Z,0xFc3778f4b877B25A2A6B501a6Bd987bB6B43F7e0,{1}
700,917085396310052884,awad,7480,2022-08-28T14:34:44.64Z,2022-08-28T15:27:47.874Z,0x1B7c03d7a49f67Ccc007aF1aA6DC19E162dFe821,"{1,2,3,4,5}"
701,413330154845372417,erikhpo,3603,2022-08-28T16:56:29.84Z,2022-08-28T17:55:15.479Z,0xBedb64fB273dEd7fcA31E9BAd8FC94e5ab52F6E2,"{1,2,3,4,5,6,7}"
703,688493308632104972,yIce,8079,2022-08-29T15:11:28.13Z,2022-08-29T15:11:28.165Z,0x1c014950f4926Cd1A72fF606d1bA5DeC1E89aCbc,{1}
684,1002197769848631367,FabioTJ,6669,2022-08-22T13:04:51.929Z,2022-08-30T19:18:53.186Z,0x296e7681662f9B23E98A106Db9d4c40A30d8317b,"{1,2,3,4,5,6,7,8,9}"
692,590226631310835712,Nanazenha,5887,2022-08-25T21:41:00.838Z,2022-08-29T18:30:46.384Z,0x3fA2C299DB19D313A4cd61f8de9c5910D63619Fc,"{1,2,3,4,5,6,7,8,9}"
704,1010579160055422976,DTravel,3702,2022-08-29T16:29:05.251Z,2022-08-30T13:58:31.048Z,0x83574780fcb69dD5735F7Aa37005fF8E53b866f9,"{1,2,3,4,5,6,7,8,9}"
158,914636966920859759,Ans 🇧🇷,3559,2022-03-20T14:43:28.981Z,2022-03-20T14:43:29.061Z,0xBDC85F3d64165C1B28d782D5d13108D4961B1592,{1}
311,720765688096096276,AndreLuiz,2767,2022-05-04T16:56:01.681Z,2022-05-04T18:40:42.497Z,0x1d37fe95f0713872e1D00fd35e8d2B926673961B,"{1,2}"
266,900408494052737096,lucasgoncalves,1897,2022-04-25T18:36:24.145Z,2022-04-25T18:36:24.17Z,0x1106909c64C0c5Cdb5B0dc30a3993385d3888Ed7,{1}
204,915605232501809162,johngalt,2444,2022-04-08T02:22:24.036Z,2022-04-08T03:01:13.091Z,0x6ec54aa66C35a649268ff6deD794bDd27Aba081f,"{1,2,3,4,5}"
308,581368001790738442,Carlos Ziegler,5841,2022-05-04T04:31:37.29Z,2022-05-04T05:04:42.167Z,0xfd734c526510dDF85834B11D587C3C92Df153497,"{1,2,3,4,5,6}"
286,332984379288846347,Bruno Sem Dente,6820,2022-04-29T14:04:32.697Z,2022-04-29T14:04:33.389Z,0xB4B381Cc8B9FcFb2C648cf51AA9889390aa7EA97,{1}
612,124122971852898304,hexemeister,3150,2022-08-04T06:10:22.967Z,2022-08-04T06:10:22.981Z,0x2C352006cd90fA498738e5592240cA1c6Eaf4441,{1}
293,736312978001100880,marcelodoria,1950,2022-05-02T02:08:07.803Z,2022-06-03T23:05:54.807Z,0x4fA9E0727cC6F369A806bFf9Da3F74Dd0A88c717,"{1,2,3,4,5}"
268,129862057477537792,diegod,2596,2022-04-26T00:55:32.33Z,2022-04-26T00:55:32.363Z,0xB4708D1B8f6C6ffC9A5b4A0f11add3DAf8203042,{1}
256,218114897899159553,Pedro Lucas,4257,2022-04-19T23:22:29.604Z,2022-04-19T23:28:39.486Z,0x6462701a2b1ddfD954A4F2568Bfc003cD1cfd80F,"{1,2}"
267,911222062582997028,Panegali,1708,2022-04-25T21:30:30.123Z,2022-04-26T10:18:40.984Z,0xe9885cc590Dd9b564469A5dF7Bf7dd79AC49659b,"{1,2,3,4,5}"
285,968554725756768296,MaturanoDev,5301,2022-04-28T17:34:40.375Z,2022-06-10T12:03:50.916Z,0x32a2629DEfA326c720820d80deB95a9Cad4aa511,"{1,2,3,4,5,6,7,8}"
258,546326099202801688,Junior Marques,0268,2022-04-20T13:39:11.186Z,2022-04-20T13:39:11.331Z,0xfC438bCD0f268b91f81b091Dc965D4EA3acB9556,{1}
255,840972599051419649,Tadeus Mucelli (tee),9241,2022-04-19T20:11:46.618Z,2022-04-21T00:16:57.767Z,0x9Fb258459A2dBB84C36143D9FdB4A3D6CAE04b6D,"{1,2,3,4,5}"
269,377134111921405964,josu,8530,2022-04-26T11:21:35.867Z,2022-04-26T11:39:15.019Z,0x4c391882A7914A323A9d17e480Dfec5C537F3363,"{1,2,3}"
257,735492925462544495,PapitoCripto,3306,2022-04-20T02:19:58.222Z,2022-04-21T02:05:34.635Z,0x2F5fb83711c3F27e9CcF9D38165B86A412EB7A2E,"{1,2,3,4,5}"
273,742486353782243391,RenatoV,8843,2022-04-26T19:45:32.914Z,2022-04-26T19:45:32.953Z,0xB430CB679b765b74B40Da6a8807619AF141c49aC,{1}
259,579640432468819969,beli,8679,2022-04-21T06:39:13.747Z,2022-06-06T04:12:00.337Z,0xBECfdfa1D3117C3fB578C33D74686Cc3835c46e1,"{1,2,3,4,5,6,7,8}"
275,821220043852611584,Marcelo A. Silva,6040,2022-04-26T23:05:01.801Z,2022-04-26T23:17:44.058Z,0x16204069922fc4242FbbC5c664970c9601015865,"{1,2,3,4,5}"
303,737392343262691348,Davi Seles,7279,2022-05-03T20:50:53.027Z,2022-05-03T22:18:36.043Z,0x65820a4DdB0721a67c4Fb6F674c0703FabA7C9eE,"{1,2,3,4,5}"
287,352955099917713410,Dude,9197,2022-04-29T19:02:12.923Z,2022-06-19T00:36:17.891Z,0xDb3105ed3BfF3Bc98e77Ba4A4D7Cc5E7cCd243ae,"{1,2,3,5,4,6,7,8}"
278,944944241291972628,srdraxxx,0442,2022-04-27T07:33:22.466Z,2022-04-27T07:56:36.001Z,0x4d382a306e1121758E89B57bbb244d6084Deed8d,"{1,2,3,4}"
294,692191397016764427,leofpetroski | MLK,1816,2022-05-02T15:58:40.267Z,2022-05-02T15:58:40.334Z,0xF2347cc6D7d44105F98E884Bf12A809231995cb1,{1}
7,689888523964121103,alvarobrg,4287,2022-01-24T03:03:42.882Z,2022-07-18T23:11:56.348Z,0x354E3E4A33930629e2c491bBAa896128BE12640d,"{1,2,3,4,5,6,7,8,9}"
279,968165355757387836,alexapereira43,6387,2022-04-27T11:33:45.451Z,2022-04-27T12:30:37.508Z,0x8F4C4e3248A3Dc6BC8b21BFf1284316b38F47808,"{1,2,3,4,5}"
281,409761681653366786,lguilins,9090,2022-04-27T14:08:40.724Z,2022-04-27T14:08:40.759Z,0xeF59C931F7a4EE49B85F45A72e01991B5427822C,{1}
309,760956814292156446,Hulkmonstro | TSF,7152,2022-05-04T10:24:26.447Z,2022-05-04T10:32:16.126Z,0x6450dA461D027A49C2b30F8cf41Bd72798699A6B,"{1,2,3,4}"
289,826962343938359346,Mari_,8010,2022-04-29T23:39:17.841Z,2022-04-30T00:51:34.302Z,0x3f5552320DBcaF88BcAc8dbE1E2bdFDf05415591,"{1,2,3,4,5}"
282,954044191204311100,Rodrigo Lisboa,4822,2022-04-28T00:07:01.598Z,2022-04-28T02:42:46.993Z,0xd0Db5e669C060972D7D6Eda57c1bAaDd1432aa20,"{1,2,3,4,5}"
290,691624392999960616,josias,3746,2022-05-01T02:31:13.283Z,2022-05-01T02:31:13.342Z,0xD10E1a94F37c0033099a9790e17740C623C97090,{1}
208,961700933878824970,gaudério,9908,2022-04-11T21:55:52.802Z,2022-05-04T17:18:58.635Z,0x6cde28ebea7e170e7142578b5460a61847a96fdf,"{1,2,3,4,6}"
313,717718793434038303,gustavolon,5179,2022-05-05T23:14:37.496Z,2022-05-05T23:31:42.287Z,0xD2B8d0f481A041FFd8142E01a3Fc3bfE493774bB,"{1,2,3,4,5}"
296,467822838045343765,devNelson,5918,2022-05-02T21:28:58.031Z,2022-05-02T22:14:32.343Z,0x297bC2A48c16fcFd773D651341003E9ba2e398A3,"{1,2,3,4,5}"
291,856239093183545364,nicrypto,4328,2022-05-01T21:39:14.043Z,2022-05-01T22:58:10.423Z,0x744786A515BBfed206B175F84F32Db8A8fD878Df,"{1,2,3,4,5,6}"
555,904408645461225483,sagitario,4992,2022-07-19T06:19:25.139Z,2022-07-19T06:19:25.182Z,0x27db2ddec1b2030287beeba4910fa0debcea4353,{1}
292,343956578246066185,caique.eth,5197,2022-05-02T00:04:19.979Z,2022-05-02T00:04:19.996Z,0x3445150aD65fe666373AF4B5d48120D8727f8088,{1}
315,928080840011943987,victoriojr,7935,2022-05-06T12:26:21.138Z,2022-05-06T12:45:55.753Z,0x82cefC0A7B86F02E5BBB12FbB3a241D92e0A7e9c,"{1,2}"
312,844250483841302569,leopratti,1068,2022-05-05T15:07:02.469Z,2022-05-06T15:12:45.248Z,0x0E87EC207b233237e225DA65E210cbeF7d630778,"{1,2,3}"
323,689199884196249647,Teves,2400,2022-05-06T22:39:35.232Z,2022-05-06T23:18:56.421Z,0x152A80F617006a4d8513e8a47D85afb317eEC479,"{1,2,3,4,5,6}"
1109,571093509566889995,Geziel Ferreira,9454,2023-05-31T11:18:12.973Z,2023-05-31T11:18:13.024Z,0xf439F7f0C3A0075D47a27BA3eC2b0071C6049144,{1}
325,961022403708862494,Le Lima 86,0898,2022-05-07T15:55:25.659Z,2022-05-07T16:26:30.549Z,0xCd3A63B8d017317f9Aec6110Bd29128490adDef6,"{1,2,3}"
328,972534303290429510,cris_machado,1220,2022-05-07T17:10:34.237Z,2022-05-07T18:03:38.512Z,0x6B759A71ed4AFf1543323C6DBC10b5daF7800841,"{1,2,3,4,5}"
331,506236060947447811,dudubrand,0074,2022-05-08T12:57:37.443Z,2022-05-08T12:57:37.541Z,0x32c1308A6C0eFb9fB637D5B00382754f4f97e9D5,{1}
332,371067720818491394,GVS,3689,2022-05-08T21:28:46.369Z,2022-05-08T21:28:46.441Z,0xbecB9154f801B753dD3DC1A547c9DF520AA1e4D8,{1}
333,824782074434682900,Cristiano,0899,2022-05-08T22:56:47.705Z,2022-05-08T23:43:50.762Z,0x7e095C1c8A03F9087C9296e052E06739316173E6,"{1,2,3,4,5}"
334,383130651081179137,Rafael,8214,2022-05-09T01:36:44.942Z,2022-05-09T01:36:44.96Z,0x1486C8C2A7A3B89fDfa0d7c99C199936e2EA72C4,{1}
582,215941426784108545,,8707,2022-07-28T13:04:57.835Z,2022-07-28T13:04:57.835Z,,
159,393412813760102411,odicaromuh,5224,2022-03-20T18:01:24.248Z,2022-03-20T18:22:29.446Z,0x912955d5713B95332b3E9c56c161E9312e10cc2e,"{1,2,3}"
276,556899835681439756,Garba,2921,2022-04-26T23:12:47.873Z,2022-05-03T18:40:47.146Z,0xD08BB32103A0411633DeC83ad6BcC6BeFffabafC,"{1,2,3,4,5}"
261,879917374323712010,Renata Affonso,4380,2022-04-22T03:04:48.078Z,2022-04-23T01:05:23.502Z,0xB2FA7DC0ED4Ce845Be937AcD5514eb53cD387a03,"{1,2,3,4,5}"
270,360138210132623371,Wellyd,4728,2022-04-26T11:48:18.743Z,2022-04-26T12:32:33.59Z,0x33d3203dDa1A01c72404aD4cF24672b3e636fe12,"{1,2,3,4,5}"
304,707344202236821564,HomusKao,0490,2022-05-03T23:10:19.55Z,2022-05-03T23:52:03.564Z,0xC38d698cb88B6CBA34ED53d6b23c31Bbc6147485,"{1,2,3,4,5}"
274,734442525225386056,renatostefani,5344,2022-04-26T19:58:56.024Z,2022-04-26T19:58:56.035Z,0x98cec15225b4066815CD35f498ED37bA3f79Eb54,{1}
340,940232458211819581,stela,3573,2022-05-10T11:01:30.803Z,2022-05-10T11:23:48.907Z,0x934B5e176bE04EC5953ca1D824dE38a84Bf26684,"{1,2,3,4,5,6}"
321,917483707974185100,estoico.eth,7200,2022-05-06T18:44:30.196Z,2022-05-10T18:15:42.303Z,0xd138Ea1fA9f105F357C4335BA0546fac5535838b,"{1,2,3,4}"
329,618182520600658013,"Sys.out.printf(""%s"", hercules®);",4787,2022-05-07T17:50:44.471Z,2022-05-07T19:00:31.711Z,0x6A144c8A8595bc6C665328A3117eBefE8313730F,"{1,2,3,4,5}"
344,410950850240839696,caioloup,4063,2022-05-11T01:16:26.159Z,2022-05-11T01:16:26.176Z,0x7511CaA3DE1dB767ddEbddE0E603fB8206Dc215d,{1}
583,375455051830919191,victoriacassolo,2183,2022-07-28T17:10:38.879Z,2022-08-03T14:24:04.972Z,0x8eBef732368E052EceF4c471cB4EED00609235dF,"{1,2,3,4,5,6}"
544,411097484232753153,Tigoliver,3675,2022-07-14T14:01:29.974Z,2022-07-15T13:21:58.762Z,0x4706891A0C0b13b99C24C921fF8411FC8BF5776F,"{1,2}"
310,970891716573941770,Brenno,9300,2022-05-04T15:05:05.877Z,2022-05-04T19:15:34.006Z,0xC37FA3a6352e8cF54cd7c9D8A72cB4184f0C53ea,"{1,2,3,4,5,6}"
192,470362956291506178,Ferhenkay,7126,2022-04-04T18:04:42.897Z,2022-05-01T10:53:48.614Z,0x62011fbF081A29D3d25B4C12f53c9fE15e86DB12,"{1,2,3,4,5}"
13,502543549397467156,thiago0x01,1967,2022-01-24T03:03:42.923Z,2022-05-05T14:02:10.431Z,0xa39972E0D21E65A8A2eDaFA7255d54cc4e7759d4,"{1,2,3,4,5,6}"
423,501420831558074368,Miss_crypto_sarcasm,8147,2022-06-06T15:19:53.605Z,2022-06-13T15:39:33.55Z,0x2aD4fef6f0Aa869e68a1e4A55b85EDccd365B026,"{1,2,3,4,5}"
375,506777044366000149,Ricardo Zanca,3839,2022-05-20T22:17:12.136Z,2022-05-23T20:51:36.056Z,0x791b2F2ae169B5d5143d73B0C4b723B884335EBc,"{1,2,3,4,5,6,7}"
326,810678603808637008,Rei do gado,8907,2022-05-07T16:22:47.652Z,2022-05-08T00:50:30.297Z,0x760dad415Ce3e6FBBE1d030c48C574fcB936D16c,"{1,2,3,4,5,6}"
314,826276927538987058,Carvalho_,5935,2022-05-06T00:08:39.121Z,2022-05-06T00:50:50.596Z,0x24c42881A1aE04B029450ddabAFaD7872Bb0eA6A,"{1,2,3,4,5}"
295,269162975573573673,felipicincoo,2991,2022-05-02T16:08:05.084Z,2022-05-02T16:13:02.929Z,0xA772d915B159Bc8690C3A92D7F21Ea99467c74bf,"{1,2,3,4,5}"
288,413121273267486741,GuilhermeL1,8420,2022-04-29T20:02:11.21Z,2022-05-02T22:17:07.971Z,0x89e6f82471A1513e5ebd311F2571F0B45a25754D,"{1,2,3,4,5}"
316,958016468098883649,ItaloRissardi,1069,2022-05-06T12:34:34.278Z,2022-05-06T12:34:34.295Z,0x504b36e46d8a4de10502067b998E401497cfFd93,{1}
553,929093249866559550,MGS,4683,2022-07-18T16:39:17.779Z,2022-07-18T16:39:17.911Z,0x8626f6940E2eb28930eFb4CeF49B2d1F2C9C1199,{1}
297,338144677826134016,franciscpd,7293,2022-05-02T22:01:50.209Z,2022-05-03T12:13:04.871Z,0x8DbbD81FB1Fc3839edbe1Fc100e30EEb07074F6b,"{1,2,3,4,5,6}"
299,418170908000256020,Nabashi_CodeLearning,4977,2022-05-03T12:29:01.307Z,2022-05-03T12:29:01.357Z,0xcD39d9D5f91fB36A62D56490487a7E7399d6D6D5,{1}
548,693954175159107675,Thiagooliveira,9475,2022-07-15T18:37:31.328Z,2022-07-15T19:00:19.564Z,0x403f85DD95E9EdE2Ee19954B9C81936f859eB462,"{1,2,3,4,5}"
554,669906285323485206,pedromatheusx,8020,2022-07-18T21:00:48.391Z,2022-07-18T21:17:35.979Z,0xEFb31c415570C1C3338e3feAf70Cf0A58AE76F41,"{1,2,3}"
335,327287543773134856,kndrio,8243,2022-05-09T03:30:50.328Z,2022-08-03T05:13:19.494Z,0x55A175d9d61Fb4ccC4BB37FCdF57FaC99e15D39C,"{1,2,3,4,5,6,7,8,9}"
324,895758263134584852,ajja02,7058,2022-05-06T22:57:19.944Z,2022-05-07T00:32:23.352Z,0x6aFe29969c535d50a0A574760AdfffC20c0558D5,"{1,2,3,4,5}"
280,890005653920292885,Chico,3355,2022-04-27T13:02:58.463Z,2022-05-07T13:28:37.927Z,0x03Ebb75A6470a02F6cCDf92672f027b7B73B7aEA,"{1,2,3,4,5,6}"
556,350430032994369536,Benfeitorlucido,8853,2022-07-19T19:36:40.532Z,2022-07-19T19:36:40.638Z,0xceb5415D15B1c20A442FB96A5Dcdd76dD68A4DCf,{1}
549,945485252128808991,M4rkus,6513,2022-07-16T01:51:36.54Z,2022-07-23T17:46:17.744Z,0xbeC9e720dd74128Ba460F5bC6067dF118ab25611,"{1,2,3,4,5,6}"
578,653236164131684362,FelipeSimon,0154,2022-07-27T18:29:06.19Z,2022-07-27T18:29:06.235Z,0x9D5D6161465F23AbD9762cbdb024B5c1DE530d7B,{1}
571,866689930398924801,Maycon Derasmo,2379,2022-07-25T21:28:05.433Z,2022-07-25T21:28:05.488Z,0x18E813587A98CbC986c2616f87d0917D5e8bE0A5,{1}
572,221327815822278666,DARTHxIKE,3524,2022-07-26T00:42:13.511Z,2022-07-26T00:42:13.527Z,0x479eA6b2410C8DD3254743Ea0ba727fccDd9c18e,{1}
552,378287405276463106,Linki,5499,2022-07-17T14:52:23.566Z,2022-07-17T17:55:01.297Z,0xb0412F5Fc283E9d4df57F1e0712B9a61c621BBc6,"{1,2,3,4,5}"
579,631276391949926401,Ricardo Gonçalves,5208,2022-07-28T02:46:17.78Z,2022-07-28T02:46:17.883Z,0xcc3EDF637385E6794fb0D4cBc3cE115dF07c8084,{1}
573,910601463842078780,Gabritz Hodler,5880,2022-07-26T03:18:54.941Z,2022-07-26T03:24:18.674Z,0x8E4e584e0b9CECE28E46b629A3D59098b85eE533,"{1,2,3}"
540,475086498257960962,!Bruno Fialho,7133,2022-07-14T01:35:12.256Z,2022-07-26T23:16:25.927Z,0xF9b3cc4578e4a799631acfb62D158b35132dCaBB,"{1,2,3,4,5,6,7,8,9}"
581,709538053613551638,rodrigojcunha,5725,2022-07-28T09:16:55.205Z,2022-07-28T09:16:59.955Z,0x3F514d15927054475f5b981972bdCf64e4bcaFbB,{1}
576,914925335173271702,Bárbara Rosa,8882,2022-07-27T10:35:58.117Z,2022-07-27T11:18:15.341Z,0x560c622b1a8720e642786F103730A59838BB12de,"{1,2,3,4,5}"
574,956524789533659176,Gabriel de Lima Sampaio,0641,2022-07-26T18:14:12.514Z,2022-07-28T20:14:12.66Z,0xbFcCd65a062CB8D859A88A8F4E0b8BcB075d0334,"{1,2,3,4,5,6}"
610,583686343134150676,joaoo,6505,2022-08-03T22:40:08.664Z,2022-08-06T14:11:38.745Z,0x7818eedF05FB272bF80D2f884B34F3E15E958cf8,"{1,2}"
594,230514516008370187,Paulo Narley,4377,2022-07-31T01:01:07.668Z,2022-07-31T02:21:52.444Z,0x15b66a8f332d8f579d5647c8db68a0048c8516ff,"{1,2,3,4,5,6,7}"
597,311709175136649216,Gb,9999,2022-07-31T14:34:45.226Z,2022-07-31T14:34:45.284Z,0x4226815C9D8a539ea6c275afc4f8A9Ff8eDaB04C,{1}
593,711695301114724382,Brunus,3699,2022-07-30T16:16:18.165Z,2022-08-17T00:29:02.94Z,0xBDD396885F3499B0e588B0891a119777c4f900D5,"{1,2,3}"
379,912460145706037258,luiscfaria,1342,2022-05-23T12:55:00.202Z,2022-06-06T16:06:52.041Z,0xcCa7A4AC10ac4ce410804ae1506F0ba4d706c225,"{1,2,3,4,5,6,7,8}"
262,608737516018728981,marcostl2,9591,2022-04-22T03:14:02.829Z,2022-04-25T15:24:50.772Z,0xc475deDF3c540efD301781168B4210AAe82F5C8D,"{1,2,3,4,5}"
345,760981387490492426,alessandropaulo,8065,2022-05-11T01:37:02.009Z,2022-05-11T01:37:02.027Z,0x031A8A0FFB2c44A14941D1c83807353A800E7547,{1}
347,954478588172832778,Ludmilla,3723,2022-05-11T11:48:24.334Z,2022-05-11T11:48:33.221Z,0x30c251Da20a19214F7996Ca32053E70220B4a6e7,{1}
271,688465726213849205,moreira,5542,2022-04-26T13:29:01.301Z,2022-04-26T13:34:47.862Z,0x13609FeBBEdaD971085fe05Ec969440eC0955D64,"{1,2,3}"
160,910960233688469585,MarcusMelo,3964,2022-03-20T20:39:14.857Z,2022-04-26T13:44:16.083Z,0x46E5d73572671F8D3987B717Af4847D01b965e3E,"{1,2,3,4,5}"
305,778026230573826089,Fabio_Santos,6308,2022-05-03T23:54:42.449Z,2022-05-04T01:10:47.972Z,0xEb2419D858A31b9C517EaAE2De05b33691dBF607,"{1,2,3,4,5}"
348,517542204110143498,Samuelson,3498,2022-05-11T15:48:28.096Z,2022-05-11T15:48:35.032Z,0xc7cdaC00A856a910BAf9394F2CdE77ae7DB6bcF3,{1}
277,770075245410910210,J3ff074,6229,2022-04-26T23:51:57.968Z,2022-04-27T00:29:13.912Z,0x5e1C3b6Ca4cc30309915E0f481Ddcd2693aE00be,"{1,2,3,4,5}"
317,578632430659829760,gkuster,8676,2022-05-06T12:49:47.921Z,2022-05-06T14:07:02.161Z,0xeFE469f0DDa5ec0899029175Fe60Ac780B14537D,"{1,2,3,4,5}"
376,444211995051556864,! 𝖆𝖕𝖔𝖑𝖑𝖔.dot,0777,2022-05-20T23:36:12.5Z,2022-05-20T23:46:20.244Z,0x541599ED0A46fa3185249E55Ac03Acd684b4f819,"{1,2,3,4}"
283,380356474293190666,Verb4l,8832,2022-04-28T02:36:00.482Z,2022-04-28T02:56:59.06Z,0x2F4167ABAa9779E41dCD3798CE7F9D0826003d4c,"{1,2,3,4,5}"
350,713998186506616993,msoutto,8942,2022-05-12T01:05:25.807Z,2022-05-12T01:05:25.84Z,0x57e7F2BD79c9b031AFb566F30eF3E49779e0bb5b,{1}
322,870469361931018291,deisianenunes,7217,2022-05-06T18:54:00.685Z,2022-05-06T19:51:12.939Z,0xB46b2c3b499aD82849Ea40BF09b86020FD70cE4F,"{1,2,3}"
519,945113487594618921,caimyz,8626,2022-07-04T14:37:37.913Z,2022-07-04T14:37:37.945Z,0x5FbDB2315678afecb367f032d93F642f64180aa3,{1}
354,574007617559724042,Lucas Oliveira,2978,2022-05-15T07:19:23.24Z,2022-05-15T07:30:52.034Z,0x1da162fDC4581386D4D823935f9F3750C0e922F0,"{1,2,3,4,5}"
351,553004830332026880,Rivan Bello,7834,2022-05-13T01:02:40.445Z,2022-05-13T01:29:46.901Z,0xE966dE3974Be13FAdf4417cB786efAb704cceFF1,"{1,5,2,3}"
